Total Amt,Fee Surcharge Type 1,Fee Type Charges 1,Fee Surcharge Type 2,Fee Type Charges 2,Fee Surcharge Type 3,Fee Type Charges 3,Fee Surcharge Type 4,Fee Type Charges 4,Fee Surcharge Type 5,Fee Type Charges 5,Merchant Name,Merchant Number,Invoice Date,Invoice Number,Warehouse Name,Order Number,Order Date,Drop Ship Name,Shipment ID,No. of Pkgs,Received Date,Tracking Number,Pkg Reference,Dim Weight,Weight,Height,Width,Length,No. of Pieces,"Contents (SKU-Qty,SKU-Qty)",Company,Address 1,Address 2,City,State,Postal Code,Country,Ship From Zip,Zone,Carrier,Class of Service,Transmitted Shipping Method,Actual Shipping Method,Shipped Date,Fee Category,Ngs Postage Key,Fee Surcharge Type 6,Fee Type Charges 6,Fee Surcharge Type 7,Fee Type Charges 7,Fee Surcharge Type 8,Fee Type Charges 8,Fee Surcharge Type 9,Fee Type Charges 9,Fee Surcharge Type 10,Fee Type Charges 10
1.25,Base Fee,1.25,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311007984,,,2.71202E+17,1.57031E+14,,0.11,5.63,0.75,10.5,,",",,,,,,46060,US,,2,,,,,6/24/24,Postage,178328077,,,,,,,,,,
11.68,Base Fee,11.68,,,,,,,,,Quip,2731,,,"Hebron, KY",cf477252-6096-41b6-83e0-8867f70ee238,10/16/24,,318374506,1,10/17/24,9.40551E+21,1.57032E+14,,0.08,6,2,9,1,"200-00001,1,900-00102,1",,,,,,89512,US,41048,8,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/17/24,Postage,178486942,,,,,,,,,,
8.57,Base Fee,8.57,,,,,,,,,Quip,2731,,,"Hebron, KY",bd88284d-490c-430c-a84d-348cca90ce07,10/15/24,,318338116,1,10/15/24,9.40551E+21,1.57032E+14,,0.04,6,2,9,1,"900-00180,1",,,,,,21047,US,41048,4,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/16/24,Postage,178479041,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",efc0ff54-c89f-4f8a-b792-23d8d0d69c7c,9/20/24,,316842452,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,89015,US,41048,7,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328216,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,310969936,,,2.71202E+17,1.57031E+14,,0.15,5.63,0.75,10.5,,",",,,,,,13076,US,,4,,,,,6/24/24,Postage,178328057,,,,,,,,,,
10.28,Base Fee,10.28,,,,,,,,,Quip,2731,,,"Hebron, KY",72a1ac3a-dc4b-4fb3-b72f-6199951b39e4,10/16/24,,318373904,1,10/16/24,9.40551E+21,1.57032E+14,,0.04,6,2,9,1,"900-00102,1",,,,,,88011,US,41048,6,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/17/24,Postage,178488094,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311048866,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,10031,US,,4,,,,,6/24/24,Postage,178327992,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",cada5727-b2ae-4aea-b84d-d95941e5af51,9/19/24,,316833248,1,9/19/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,95112,US,41048,8,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328139,,,,,,,,,,
4.48,Base Fee,4.48,,,,,,,,,Quip,2731,,,"Hebron, KY",d6a288e5-8d41-46e2-8584-7cf47e61b660,10/15/24,,318306058,1,10/15/24,9.40011E+21,1.57032E+14,,0.08,6,2,9,1,"200-00001,1,900-00142,1",,,,,,97380,US,41048,8,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/15/24,Postage,178453142,,,,,,,,,,
3.97,Base Fee,3.97,,,,,,,,,Quip,2731,,,"Hebron, KY",99235b68-c263-4c7f-9f39-4c866f39a47d,10/11/24,,318011312,1,10/11/24,9.40011E+21,1.57032E+14,,0.17,6,2,9,1,"200-00001,3,900-00102,2,900-00110,1",,,,,,48167,US,41048,3,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/11/24,Postage,178359189,,,,,,,,,,
4.48,Base Fee,4.48,,,,,,,,,Quip,2731,,,"Hebron, KY",65576f61-80db-4078-926f-218d2fcccdb5,10/11/24,,318012206,1,10/11/24,9.40011E+21,1.57032E+14,,0.06,6,2,9,1,"900-00407,1",,,,,,98548,US,41048,8,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/11/24,Postage,178359333,,,,,,,,,,
4.49,Base Fee,4.49,,,,,,,,,Quip,2731,,,"Hebron, KY",3aa0bcaf-2ab5-4a1f-9bd0-5566bddf0bba,10/14/24,,318292516,1,10/14/24,9.40011E+21,1.57032E+14,,0.4,6,2,9,1,"200-00001,1,900-00102,1,900-00190,1",,,,,,18955,US,41048,4,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/15/24,Postage,178462608,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",3378b58d-2e5b-47e6-9592-57d608f48215,10/15/24,,318308010,1,10/15/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,87801,US,41048,6,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464693,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",f966471b-026a-4956-b0ab-a8d2ea66589b,9/20/24,,316867384,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,8402,US,41048,4,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328251,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311038242,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,11238,US,,4,,,,,6/24/24,Postage,178327889,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",c933b895-e48c-492d-9fc6-7742c968b45f,10/15/24,,318307692,1,10/15/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00098,1",,,,,,60647,US,41048,3,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464804,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",32df0852-1d1e-4bb6-bd8c-c7d582fb5b3b,10/15/24,,318308014,1,10/15/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,91360,US,41048,8,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464722,,,,,,,,,,
4.48,Base Fee,4.48,,,,,,,,,Quip,2731,,,"Hebron, KY",3c464721-a254-4fa2-bd75-c5c10d9c2031,10/16/24,,318342776,1,10/16/24,9.40011E+21,1.57032E+14,,0.06,6,2,9,1,"900-00180,1",,,,,,95446,US,41048,8,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/16/24,Postage,178476808,,,,,,,,,,
4.48,Base Fee,4.48,,,,,,,,,Quip,2731,,,"Hebron, KY",d73c6097-ffb3-4afd-b075-b28889412b3b,10/13/24,,318254786,1,10/13/24,9.40011E+21,1.57032E+14,,0.05,6,2,9,1,"830-00025,1",,,,,,92118,US,41048,8,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/15/24,Postage,178462287,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",34707a54-35a0-4277-980a-0d610808f67f,9/20/24,,316842730,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,55406,US,41048,5,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328174,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",3d0ee63f-8729-4e2c-8ff2-8dd9987d1adb,9/20/24,,316842892,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,8080,US,41048,4,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328182,,,,,,,,,,
8.57,Base Fee,8.57,,,,,,,,,Quip,2731,,,"Hebron, KY",e8fdb00b-9e89-4b07-b8bd-ffc68cf6df8c,10/10/24,,318003030,1,10/10/24,9.40551E+21,1.57032E+14,,0.34,6,2,9,1,"900-00190,1",,,,,,28443,US,41048,4,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/10/24,Postage,178343987,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",91a6859c-b4b0-43fe-90ab-77a19e263705,9/20/24,,316842652,1,9/20/24,2.71202E+17,1.57032E+14,,0.18,5.63,0.75,10.5,1,"920-00059,1",,,,,,4074,US,41048,5,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328255,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",efa51fb2-dd2e-442f-90d1-35ef35c2140d,10/15/24,,318307746,1,10/15/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,75226,US,41048,5,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464628,,,,,,,,,,
8.57,Base Fee,8.57,,,,,,,,,Quip,2731,,,"Hebron, KY",cc0b8c41-4d24-4e7a-a868-73ad0e80e863,10/14/24,,318299402,1,10/14/24,9.40551E+21,1.57032E+14,,0.74,6,2,9,1,"200-00001,2,900-00102,2,900-00190,2",,,,,,22553,US,41048,4,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/15/24,Postage,178465329,,,,,,,,,,
9.78,Base Fee,9.78,,,,,,,,,Quip,2731,,,"Hebron, KY",0ca6c731-39cc-45fe-8d79-ab921f411366,10/14/24,,318296920,1,10/14/24,9.40551E+21,1.57032E+14,,0.09,6,2,9,1,"200-00001,1,900-00109,1",,,,,,77017,US,41048,5,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/15/24,Postage,178460589,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311009548,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,45402,US,,2,,,,,6/24/24,Postage,178327878,,,,,,,,,,
5.13,Base Fee,5.13,,,,,,,,,Quip,2731,,,"Hebron, KY",67b4cb1c-9e76-43d6-882d-0f3150e9757c,10/17/24,,318535172,1,10/17/24,9.40011E+21,1.57032E+14,,0.75,6,2,9,1,"200-00001,2,900-00102,2,900-00190,2",,,,,,38502,US,41048,3,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/17/24,Postage,178496075,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",c6ab3093-f50e-4c76-8cbb-15207917bc1f,10/15/24,,318307992,1,10/15/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,61705,US,41048,3,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464637,,,,,,,,,,
8.39,Base Fee,8.39,,,,,,,,,Quip,2731,,,"Hebron, KY",79ad720a-5510-48e4-9641-6745248a8c69,10/17/24,,318753840,1,10/17/24,9.40551E+21,1.57032E+14,,0.28,6,2,12,1,"900-00008,1",,,,,,37216,US,41048,3,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/17/24,Postage,178496491,,,,,,,,,,
8.57,Base Fee,8.57,,,,,,,,,Quip,2731,,,"Hebron, KY",763b3284-1b42-41c4-a31a-691219ccb004,10/9/24,,317968810,1,10/10/24,9.40551E+21,1.57032E+14,,0.07,6,2,9,1,"200-00001,1,900-00180,1",,,,,,29401,US,41048,4,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/10/24,Postage,178337019,,,,,,,,,,
8.57,Base Fee,8.57,,,,,,,,,Quip,2731,,,"Hebron, KY",1322804d-a605-4267-8de0-3e3afe0399a5,10/14/24,,318294664,1,10/14/24,9.40551E+21,1.57032E+14,,0.04,6,2,9,1,"900-00102,1",,,,,,7748,US,41048,4,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/15/24,Postage,178453989,,,,,,,,,,
4.81,Base Fee,4.81,,,,,,,,,Quip,2731,,,"Hebron, KY",ba35f384-9cb3-414b-87e0-02df4f699066,10/10/24,,317971398,1,10/10/24,9.40011E+21,1.57032E+14,,0.36,6,2,9,1,"900-00190,1,900-00407,1",,,,,,97865,US,41048,8,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/10/24,Postage,178344028,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,310975146,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,60642,US,,3,,,,,6/24/24,Postage,178327832,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311051350,,,2.71202E+17,1.57031E+14,,0.23,5.63,0.75,10.5,,",",,,,,,27009,US,,3,,,,,6/24/24,Postage,178328052,,,,,,,,,,
8.57,Base Fee,8.57,,,,,,,,,Quip,2731,,,"Hebron, KY",4b50e830-f936-4bec-bc3d-d1e966ce80e2,10/16/24,,318374578,1,10/17/24,9.40551E+21,1.57032E+14,,0.4,6,2,9,1,"200-00001,1,900-00102,1,900-00190,1",,,,,,20886,US,41048,4,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/17/24,Postage,178482719,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311013480,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,10016,US,,4,,,,,6/24/24,Postage,178327857,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",a872823a-a4f4-496c-a5db-8fd68182ad4e,9/20/24,,316842550,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00098,1",,,,,,72703,US,41048,4,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328286,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",1ad4f9b9-2787-4564-9257-3684f6f3630b,9/20/24,,316842404,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,7821,US,41048,4,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328166,,,,,,,,,,
3.97,Base Fee,3.97,,,,,,,,,Quip,2731,,,"Hebron, KY",12b609cb-7b87-4179-a928-a7ecb08031df,10/11/24,,318014458,1,10/11/24,9.40011E+21,1.57032E+14,,0.06,6,2,9,1,"900-00110,1",,,,,,9846,US,41048,3,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/11/24,Postage,178358032,,,,,,,,,,
11.95,Base Fee,11.95,,,,,,,,,Quip,2731,,,"Hebron, KY",9e5ead6d-8483-4ad9-a097-1ef8fef37dbd,10/8/24,,317776806,1,10/8/24,9.40551E+21,1.57032E+14,,1.46,8.3,4.1,13.2,1,"900-00232,1",,,,,,68138,US,41048,5,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/8/24,Postage,178328781,,,,,,,,,,
10.28,Base Fee,10.28,,,,,,,,,Quip,2731,,,"Hebron, KY",baddeec2-abfd-4960-97ef-0116b3349936,10/17/24,,318753756,1,10/17/24,9.40551E+21,1.57032E+14,,0.28,6,2,12,1,"900-00008,1",,,,,,80211,US,41048,6,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/17/24,Postage,178497441,,,,,,,,,,
8.39,Base Fee,8.39,,,,,,,,,Quip,2731,,,"Hebron, KY",6f000003-5fab-400b-ad37-f9b32dde7392,10/18/24,,318856666,1,10/18/24,9.40551E+21,1.57032E+14,,0.09,6,2,9,1,"200-00001,2",,,,,,60630,US,41048,3,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/18/24,Postage,178511460,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311072458,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,11714,US,,5,,,,,6/24/24,Postage,178327856,,,,,,,,,,
1.25,Base Fee,1.25,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,310975220,,,2.71202E+17,1.57031E+14,,0.11,5.63,0.75,10.5,,",",,,,,,28277,US,,4,,,,,6/24/24,Postage,178328069,,,,,,,,,,
4.81,Base Fee,4.81,,,,,,,,,Quip,2731,,,"Hebron, KY",88f4fea2-fc96-4597-a8e1-b5b036d78832,10/11/24,,318010172,1,10/11/24,9.40011E+21,1.57032E+14,,0.35,6,2,9,1,"900-00191,1",,,,,,98823,US,41048,8,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/11/24,Postage,178360415,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",3248b52a-63a7-48d1-a717-9c601d0ece9c,10/15/24,,318307996,1,10/15/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,53214,US,41048,4,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464734,,,,,,,,,,
4.04,Base Fee,4.04,,,,,,,,,Quip,2731,,,"Hebron, KY",d35c7f59-dc01-40f0-a24b-51e923568ae1,10/10/24,,317970790,1,10/10/24,9.40011E+21,1.57032E+14,,0.07,6,2,9,1,"900-00407,1,900-00408,1",,,,,,12496,US,41048,4,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/10/24,Postage,178342057,,,,,,,,,,
4.5,Base Fee,4.5,,,,,,,,,Quip,2731,,,"Hebron, KY",5ee7cfb0-2c9a-43f7-a288-be981c552e5d,10/10/24,,317975280,1,10/10/24,9.40011E+21,1.57032E+14,,0.4,6,2,9,1,"200-00001,1,900-00180,1,900-00190,1",,,,,,1011,US,41048,5,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/10/24,Postage,178333935,,,,,,,,,,
9.78,Base Fee,9.78,,,,,,,,,Quip,2731,,,"Hebron, KY",897eecc4-6efa-4fec-a062-d2a6b22cffb1,10/15/24,,318334630,1,10/15/24,9.40551E+21,1.57032E+14,,0.1,6,2,9,1,"900-00142,1,900-00286,1",,,,,,68836,US,41048,5,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/15/24,Postage,178463787,,,,,,,,,,
11.68,Base Fee,11.68,,,,,,,,,Quip,2731,,,"Hebron, KY",781d0ebf-483a-48a8-8df2-5db093816da8,10/15/24,,318338532,1,10/16/24,9.40551E+21,1.57032E+14,,0.28,6,2,12,1,"900-00007,1",,,,,,96707,US,41048,8,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/16/24,Postage,178480031,,,,,,,,,,
10.88,Base Fee,10.88,,,,,,,,,Quip,2731,,,"Hebron, KY",38888679-1e4e-4c4d-9043-ed8a07ce7505,10/10/24,,318004568,1,10/10/24,9.40551E+21,1.57032E+14,,0.59,6,2,12,1,"900-00190,1,900-00244,1",,,,,,85202,US,41048,7,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/10/24,Postage,178345815,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",0755c2e9-08d1-451f-9ee2-e62dcb341212,9/20/24,,316842808,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,33157,US,41048,5,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328181,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",ee437394-7614-4251-932a-82b995c8a20c,10/15/24,,318308008,1,10/15/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,7760,US,41048,4,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464659,,,,,,,,,,
4.81,Base Fee,4.81,,,,,,,,,Quip,2731,,,"Hebron, KY",4165458a-0f42-4565-948f-0100be3f6563,10/17/24,,318537064,1,10/17/24,9.40011E+21,1.57032E+14,,0.4,6,2,9,1,"200-00001,1,900-00191,1,900-00360,1",,,,,,59858,US,41048,7,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/17/24,Postage,178496705,,,,,,,,,,
22.84,Base Fee,13.8,Fuel Surcharge,3.19,Residential Charge,5.85,,,,,Quip,2731,,,"Hebron, KY",aba5bba1-6f44-4d2c-bc7e-555645db0aee,10/12/24,,318220362,2,10/12/24,1ZH934F60200088130,1.57032E+14,1,0.1,2,6,9,2,"900-00285,1",,,,,,78704,US,41048,205,UPS,SDA,UPS 2nd Day Air,UPS 2nd Day Air,10/14/24,Postage,178370701,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311012336,,,2.71202E+17,1.57031E+14,,0.23,5.63,0.75,10.5,,",",,,,,,29707,US,,4,,,,,6/24/24,Postage,178328035,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,310970350,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,11777,US,,5,,,,,6/24/24,Postage,178327943,,,,,,,,,,
4.49,Base Fee,4.49,,,,,,,,,Quip,2731,,,"Hebron, KY",ee0a8475-a95d-41cb-9bb4-489ed046f66d,10/11/24,,318012692,1,10/11/24,9.40011E+21,1.57032E+14,,0.4,6,2,9,1,"200-00001,1,900-00102,1,900-00190,1",,,,,,61548,US,41048,4,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/11/24,Postage,178347642,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,310970346,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,10990,US,,4,,,,,6/24/24,Postage,178327934,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311044320,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,20001,US,,4,,,,,6/24/24,Postage,178328033,,,,,,,,,,
7.09,Base Fee,7.09,,,,,,,,,Quip,2731,,,"Hebron, KY",ebb5b62f-d46a-4310-9925-f90f687ceac2,10/17/24,,318534728,1,10/17/24,9.40011E+21,1.57032E+14,,0.83,6,2,12,1,"200-00001,2,900-00102,2,900-00190,1,900-00213,2,900-00216,2,900-00338,2",,,,,,88256,US,41048,6,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/17/24,Postage,178493553,,,,,,,,,,
19.51,Base Fee,19.51,,,,,,,,,Quip,2731,,,"Hebron, KY",d6665120-be89-426c-9e7e-c10376c3e1e8,10/13/24,,318259186,1,10/13/24,9.40551E+21,1.57032E+14,,1.46,8.3,4.1,13.2,1,"200-00001,1,900-00287,1,900-00403,1",,,,,,98332,US,41048,8,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/15/24,Postage,178451970,,,,,,,,,,
8.2,Base Fee,8.2,,,,,,,,,Quip,2731,,,"Hebron, KY",2ee45032-a4c2-4cb4-894b-ae44fe9d5950,10/11/24,,318038460,1,10/11/24,9.40551E+21,1.57032E+14,,0.04,6,2,9,1,"900-00102,1",,,,,,45207,US,41048,1,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/11/24,Postage,178363630,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311050730,,,2.71202E+17,1.57031E+14,,0.13,5.63,0.75,10.5,,",",,,,,,17601,US,,4,,,,,6/24/24,Postage,178328095,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,310996608,,,2.71202E+17,1.57031E+14,,0.13,5.63,0.75,10.5,,",",,,,,,17036,US,,4,,,,,6/24/24,Postage,178328108,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311072528,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,95065,US,,8,,,,,6/24/24,Postage,178327881,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",f07a51eb-9a4a-4ebc-9070-6b9b1bdc507d,9/20/24,,316843000,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,8873,US,41048,4,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328215,,,,,,,,,,
8.2,Base Fee,8.2,,,,,,,,,Quip,2731,,,"Hebron, KY",6cc0a4fa-c82b-4b20-8963-08cede4efafb,10/10/24,,317970610,1,10/10/24,9.40551E+21,1.57032E+14,,0.05,6,2,9,1,"900-00283,1",,,,,,40505,US,41048,1,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/10/24,Postage,178342651,,,,,,,,,,
3.97,Base Fee,3.97,,,,,,,,,Quip,2731,,,"Hebron, KY",41097fb8-fa04-4847-9b7b-4ad50821131c,10/14/24,,318268440,1,10/14/24,9.40011E+21,1.57032E+14,,0.13,6,2,9,1,"200-00001,2,900-00109,1,900-00110,1",,,,,,15437,US,41048,3,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/14/24,Postage,178392680,,,,,,,,,,
9.78,Base Fee,9.78,,,,,,,,,Quip,2731,,,"Hebron, KY",7a7ae3d7-c637-400b-9938-70baaf2b295f,10/15/24,,318334666,1,10/15/24,9.40551E+21,1.57032E+14,,0.11,6,2,9,1,"200-00001,1,900-00102,1",,,,,,2135,US,41048,5,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/15/24,Postage,178464820,,,,,,,,,,
