Total Amt,Fee Surcharge Type 1,Fee Type Charges 1,Fee Surcharge Type 2,Fee Type Charges 2,Fee Surcharge Type 3,Fee Type Charges 3,Fee Surcharge Type 4,Fee Type Charges 4,Fee Surcharge Type 5,Fee Type Charges 5,Merchant Name,Merchant Number,Invoice Date,Invoice Number,Warehouse Name,Order Number,Order Date,Drop Ship Name,Shipment ID,No. of Pkgs,Received Date,Tracking Number,Pkg Reference,Dim Weight,Weight,Height,Width,Length,No. of Pieces,"Contents (SKU-Qty,SKU-Qty)",Company,Address 1,Address 2,City,State,Postal Code,Country,Ship From Zip,Zone,Carrier,Class of Service,Transmitted Shipping Method,Actual Shipping Method,Shipped Date,Fee Category,Ngs Postage Key,Fee Surcharge Type 6,Fee Type Charges 6,Fee Surcharge Type 7,Fee Type Charges 7,Fee Surcharge Type 8,Fee Type Charges 8,Fee Surcharge Type 9,Fee Type Charges 9,Fee Surcharge Type 10,Fee Type Charges 10
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",e836ae51-d183-46a3-9880-66f1b8a29f3c,9/20/24,,316842780,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,95901,US,41048,8,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328224,,,,,,,,,,
4.48,Base Fee,4.48,,,,,,,,,Quip,2731,,,"Hebron, KY",f1573c48-6e68-4485-89d5-581c11317c9a,10/10/24,,317974840,1,10/10/24,9.40011E+21,1.57032E+14,,0.09,6,2,9,1,"900-00408,3",,,,,,99826,US,41048,8,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/10/24,Postage,178344960,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,310973730,,,2.71202E+17,1.57031E+14,,0.15,5.63,0.75,10.5,,",",,,,,,27510,US,,4,,,,,6/24/24,Postage,178328060,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",15a20333-e026-4ac5-b193-e47758cdfd76,9/20/24,,316842982,1,9/20/24,2.71202E+17,1.57032E+14,,0.18,5.63,0.75,10.5,1,"920-00059,1",,,,,,32547,US,41048,4,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328272,,,,,,,,,,
4.42,Base Fee,4.42,,,,,,,,,Quip,2731,,,"Hebron, KY",206240e5-4d5c-4dfc-9739-b4c72ed5ef41,10/12/24,,318199078,1,10/12/24,9.40011E+21,1.57032E+14,,0.41,6,2,9,1,"200-00001,1,900-00180,1,900-00190,1,900-00213,1",,,,,,28616,US,41048,3,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/14/24,Postage,178403463,,,,,,,,,,
8.2,Base Fee,8.2,,,,,,,,,Quip,2731,,,"Hebron, KY",b14d5a6d-9945-426c-ab3f-099a46de2a2d,10/15/24,,318339208,1,10/16/24,9.40551E+21,1.57032E+14,,0.07,6,2,9,1,"900-00102,2",,,,,,40391,US,41048,1,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/16/24,Postage,178479410,,,,,,,,,,
8.57,Base Fee,8.57,,,,,,,,,Quip,2731,,,"Hebron, KY",8cc11345-e3d2-4755-9ac2-ecde7803075e,10/8/24,,317917370,1,10/8/24,9.40551E+21,1.57032E+14,,0.06,6,2,9,1,"900-00102,1",,,,,,29526,US,41048,4,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/8/24,Postage,178328762,,,,,,,,,,
4.04,Base Fee,4.04,,,,,,,,,Quip,2731,,,"Hebron, KY",99bd0590-668e-48be-9696-0f6dbc086623,10/14/24,,318267180,1,10/14/24,9.40011E+21,1.57032E+14,,0.08,6,2,9,1,"200-00001,1,900-00121,1",,,,,,18353,US,41048,4,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/14/24,Postage,178382582,,,,,,,,,,
4.48,Base Fee,4.48,,,,,,,,,Quip,2731,,,"Hebron, KY",1b9ad842-11cd-48b1-9f21-9cc05ba385ef,10/13/24,,318233242,1,10/13/24,9.40011E+21,1.57032E+14,,0.08,6,2,9,1,"200-00001,1,900-00109,1",,,,,,96763,US,41048,8,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/14/24,Postage,178388947,,,,,,,,,,
8.57,Base Fee,8.57,,,,,,,,,Quip,2731,,,"Hebron, KY",b1b7af07-6218-4aac-bae8-fbf868c318bb,10/16/24,,318374346,1,10/17/24,9.40551E+21,1.57032E+14,,0.04,6,2,9,1,"900-00216,1",,,,,,35209,US,41048,4,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/17/24,Postage,178492300,,,,,,,,,,
4.81,Base Fee,4.81,,,,,,,,,Quip,2731,,,"Hebron, KY",3bae76c8-f149-4d3b-8920-b7a07c476e2d,10/15/24,,318334116,1,10/15/24,9.40011E+21,1.57032E+14,,0.39,6,2,9,1,"200-00001,1,900-00142,1,900-00190,1",,,,,,59633,US,41048,7,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/15/24,Postage,178466218,,,,,,,,,,
17.94,Base Fee,10.17,Fuel Surcharge,2.57,Residential Charge,5.2,,,,,Quip,2731,,,"Hebron, KY",,,,318369534,,,1ZH934F60300094185,1.57032E+14,14,8.03,12.25,12.25,12.5,,",",,,,,,13066,US,,4,,,,,10/16/24,Postage,178475125,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311071608,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,99216,US,,7,,,,,6/24/24,Postage,178327842,,,,,,,,,,
4.5,Base Fee,4.5,,,,,,,,,Quip,2731,,,"Hebron, KY",1102e8f3-75ce-4850-9782-cabfe3aa2581,10/10/24,,317972700,1,10/10/24,9.40011E+21,1.57032E+14,,0.4,6,2,9,1,"200-00001,1,900-00102,1,900-00190,1",,,,,,70740,US,41048,5,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/10/24,Postage,178329149,,,,,,,,,,
6.63,Base Fee,6.63,,,,,,,,,Quip,2731,,,"Hebron, KY",c01bd0ee-836f-47d2-a675-be1c3029c7c0,10/11/24,,318014492,1,10/11/24,9.40011E+21,1.57032E+14,,0.81,8.3,4.1,13.2,1,"200-00001,1,900-00102,1,900-00122,1,900-00123,1",,,,,,14897,US,41048,4,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/11/24,Postage,178363472,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",a59c7969-5276-4744-95fe-34f7425b32db,9/20/24,,316869996,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,20009,US,41048,4,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328311,,,,,,,,,,
8.39,Base Fee,8.39,,,,,,,,,Quip,2731,,,"Hebron, KY",f795acde-f2f4-4a42-ab18-fb47e451ee5a,10/11/24,,318037880,1,10/11/24,9.40551E+21,1.57032E+14,,0.25,6,2,12,1,"900-00014,1",,,,,,37172,US,41048,3,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/11/24,Postage,178363876,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",3ea8d7ad-a561-4654-b0cf-7bfe5c60407b,10/15/24,,318308054,1,10/15/24,2.71202E+17,1.57032E+14,,0.18,5.63,0.75,10.5,1,"920-00059,1",,,,,,21409,US,41048,4,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464752,,,,,,,,,,
4.31,Base Fee,4.31,,,,,,,,,Quip,2731,,,"Hebron, KY",dd7e3db2-af23-44c5-97a0-bea89e6c99e6,10/15/24,,318306332,1,10/15/24,9.40011E+21,1.57032E+14,,0.09,6,2,9,1,"200-00001,1,900-00121,1",,,,,,81435,US,41048,6,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/15/24,Postage,178461554,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,310975408,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,11951,US,,5,,,,,6/24/24,Postage,178327872,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",12ed5eb5-bf62-48ca-a362-3ddb3a13a0a8,9/19/24,,316833184,1,9/19/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,11949,US,41048,5,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328180,,,,,,,,,,
3.97,Base Fee,3.97,,,,,,,,,Quip,2731,,,"Hebron, KY",b95eed5b-4238-4ad0-99c5-98ef9d585ad1,10/12/24,,318194332,1,10/12/24,9.40011E+21,1.57032E+14,,0.08,6,2,9,1,"200-00001,1,900-00109,1",,,,,,96338,US,41048,3,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/14/24,Postage,178373587,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,310994958,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,27610,US,,4,,,,,6/24/24,Postage,178327949,,,,,,,,,,
8.57,Base Fee,8.57,,,,,,,,,Quip,2731,,,"Hebron, KY",58961760-a2ca-4207-a736-c97ecfebef45,10/10/24,,318007788,1,10/11/24,9.40551E+21,1.57032E+14,,0.27,6,2,12,1,"900-00005,1",,,,,,48449,US,41048,4,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/11/24,Postage,178352772,,,,,,,,,,
4.5,Base Fee,4.5,,,,,,,,,Quip,2731,,,"Hebron, KY",215e5332-2b27-441a-813b-c9ade3e16a24,10/8/24,,317749942,1,10/8/24,9.40011E+21,1.57032E+14,,0.4,6,2,9,1,"200-00001,1,900-00102,1,900-00190,1",,,,,,75049,US,41048,5,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/8/24,Postage,178328313,,,,,,,,,,
17.9,Base Fee,10.13,Fuel Surcharge,2.57,Residential Charge,5.2,,,,,Quip,2731,,,"Hebron, KY",,,,318036572,,,1ZH934F60300087415,1.57032E+14,6,1.15,7.4,9.4,13.3,,",",,,,,,77040,US,,5,,,,,10/11/24,Postage,178355863,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",208ef62a-e5d2-4125-990f-1096cfa506a5,9/20/24,,316863956,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,21228,US,41048,4,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328246,,,,,,,,,,
1.25,Base Fee,1.25,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311001542,,,2.71202E+17,1.57031E+14,,0.11,5.63,0.75,10.5,,",",,,,,,11372,US,,4,,,,,6/24/24,Postage,178328068,,,,,,,,,,
4.63,Base Fee,4.63,,,,,,,,,Quip,2731,,,"Hebron, KY",ab3ea88e-64b4-4c1c-9a7a-4f819123be9f,10/18/24,,318811548,1,10/18/24,9.40011E+21,1.57032E+14,,0.28,6,2,12,1,"900-00244,1",,,,,,78146,US,41048,6,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/18/24,Postage,178507083,,,,,,,,,,
4.81,Base Fee,4.81,,,,,,,,,Quip,2731,,,"Hebron, KY",46839ed8-5fec-439d-8c53-f14ebff03fd5,10/18/24,,318814194,1,10/18/24,9.40011E+21,1.57032E+14,,0.4,6,2,9,1,"200-00001,1,900-00102,1,900-00190,1",,,,,,97018,US,41048,8,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/18/24,Postage,178498969,,,,,,,,,,
10.88,Base Fee,10.88,,,,,,,,,Quip,2731,,,"Hebron, KY",63128c5b-2dde-43e2-a0d8-28a38d7da78c,10/15/24,,318338966,1,10/16/24,9.40551E+21,1.57032E+14,,0.12,6,2,9,1,"200-00001,2,900-00287,2",,,,,,59715,US,41048,7,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/16/24,Postage,178479645,,,,,,,,,,
9.78,Base Fee,9.78,,,,,,,,,Quip,2731,,,"Hebron, KY",fffb6bc8-68a5-4d39-91a4-bc0e94d0f994,10/18/24,,318855746,1,10/18/24,9.40551E+21,1.57032E+14,,0.04,6,2,9,1,"900-00102,1",,,,,,2142,US,41048,5,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/18/24,Postage,178511749,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311048784,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,15201,US,,3,,,,,6/24/24,Postage,178327933,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",4d0acc24-e67b-42a3-a22f-a803d65a92ae,9/20/24,,316842716,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,23141,US,41048,4,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328145,,,,,,,,,,
9.78,Base Fee,9.78,,,,,,,,,Quip,2731,,,"Hebron, KY",d2ffd18a-7bba-439f-aecb-99d358a92b91,10/18/24,,318855876,1,10/18/24,9.40551E+21,1.57032E+14,,0.11,6,2,9,1,"200-00001,1,900-00102,1",,,,,,33462,US,41048,5,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/18/24,Postage,178511685,,,,,,,,,,
8.39,Base Fee,8.39,,,,,,,,,Quip,2731,,,"Hebron, KY",8396ae50-6eba-4d4b-bb24-1c7ce23fca0b,10/11/24,,318036924,1,10/11/24,9.40551E+21,1.57032E+14,,0.34,6,2,9,1,"200-00001,7,900-00109,1,900-00141,3,900-00180,1,900-00286,1,900-00287,1",,,,,,96214,US,41048,3,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/15/24,Postage,178465881,,,,,,,,,,
4.63,Base Fee,4.63,,,,,,,,,Quip,2731,,,"Hebron, KY",a1b1dfc9-33e9-4a9e-9da0-227fa75cd84e,10/17/24,,318805960,1,10/17/24,9.40011E+21,1.57032E+14,,0.4,6,2,9,1,"200-00001,1,900-00102,1,900-00190,1",,,,,,78146,US,41048,6,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/17/24,Postage,178496989,,,,,,,,,,
22.94,Base Fee,11.05,Extended Area Charge,3.4,Fuel Surcharge,3.29,Residential Charge,5.2,,,Quip,2731,,,"Hebron, KY",c6043e42-8a1e-467e-80a4-039df5ace04f,9/25/24,,317057524,4,9/25/24,1ZH934F60300095666,1.57032E+14,9,4.36,9,10,13,4,"930-00047,4",,,,,,98248,US,41048,8,UPS,GND,UPS Ground,UPS Ground,10/17/24,Postage,178494015,,,,,,,,,,
17.9,Base Fee,10.13,Fuel Surcharge,2.57,Residential Charge,5.2,,,,,Quip,2731,,,"Hebron, KY",d5e8ef6a-f950-4616-b1fc-ccdf121f18fc,10/15/24,,318338378,2,10/16/24,1ZH934F60300095611,1.57032E+14,,4.54,6,7,9,2,"930-00001,1",,,,,,89156,US,41048,7,UPS,GND,UPS Ground,UPS Ground,10/17/24,Postage,178493990,,,,,,,,,,
4.48,Base Fee,4.48,,,,,,,,,Quip,2731,,,"Hebron, KY",f29b82cd-2d6c-4b30-a6fd-4929dc01a1c1,10/16/24,,318345068,1,10/16/24,9.40011E+21,1.57032E+14,,0.13,6,2,9,1,"200-00001,2,900-00102,1,900-00109,1",,,,,,727,US,41048,7,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/16/24,Postage,178480010,,,,,,,,,,
17.9,Base Fee,10.13,Fuel Surcharge,2.57,Residential Charge,5.2,,,,,Quip,2731,,,"Hebron, KY",,,,317964566,,,1ZH934F60300086381,1.57032E+14,9,5.74,9.4,10.2,12.75,,",",,,,,,11101,US,,4,,,,,10/10/24,Postage,178344433,,,,,,,,,,
4.5,Base Fee,4.5,,,,,,,,,Quip,2731,,,"Hebron, KY",ce971c57-19a4-4955-95f6-dd8e8ff0e165,10/18/24,,318856674,1,10/18/24,9.40011E+21,1.57032E+14,,0.4,6,2,12,1,"900-00233,1,900-00285,1",,,,,,1341,US,41048,5,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/18/24,Postage,178511527,,,,,,,,,,
11.68,Base Fee,11.68,,,,,,,,,Quip,2731,,,"Hebron, KY",c0d8ed98-ae82-4edb-afe1-cd89928de84a,10/8/24,,317775540,1,10/8/24,9.40551E+21,1.57032E+14,,0.66,6,2,9,1,"900-00190,2",,,,,,94116,US,41048,8,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/8/24,Postage,178328717,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",fd1bbf40-83fe-453e-b0ca-a566d7a25877,9/20/24,,316842996,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,96701,US,41048,8,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328205,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",2875590f-83ee-406f-a0ca-b2564ad7e273,10/15/24,,318307998,1,10/15/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,11237,US,41048,4,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464701,,,,,,,,,,
8.39,Base Fee,8.39,,,,,,,,,Quip,2731,,,"Hebron, KY",b547cddf-f011-496a-bfcb-aaac7beb179e,10/10/24,,318006472,1,10/10/24,9.40551E+21,1.57032E+14,,0.06,6,2,9,1,"900-00283,1",,,,,,42101,US,41048,3,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/11/24,Postage,178351281,,,,,,,,,,
3.97,Base Fee,3.97,,,,,,,,,Quip,2731,,,"Hebron, KY",3eb1717d-624a-4e45-abdb-44f7fe6cff4a,10/18/24,,318816894,1,10/18/24,9.40011E+21,1.57032E+14,,0.1,6,2,9,1,"900-00285,1",,,,,,96319,US,41048,3,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/18/24,Postage,178511122,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",b2a83434-271c-4386-8ae2-c79dae5778fc,10/15/24,,318307872,1,10/15/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,92117,US,41048,8,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464736,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",cd6f5f1e-a754-4c69-8f52-314cdb16e007,9/20/24,,316842518,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,92707,US,41048,8,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328218,,,,,,,,,,
9.78,Base Fee,9.78,,,,,,,,,Quip,2731,,,"Hebron, KY",af65463d-c490-4586-92f6-8dfd37a4c7c9,10/15/24,,318334788,1,10/15/24,9.40551E+21,1.57032E+14,,0.35,6,2,9,1,"900-00190,1",,,,,,12508,US,41048,5,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/15/24,Postage,178466662,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311076462,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,19453,US,,4,,,,,6/24/24,Postage,178328014,,,,,,,,,,
6.91,Base Fee,6.91,,,,,,,,,Quip,2731,,,"Hebron, KY",58a2b714-8812-4fdd-a244-89d03141ba67,10/10/24,,317975386,1,10/10/24,9.40011E+21,1.57032E+14,,0.8,8.3,2.2,13,1,"200-00001,1,900-00102,1,900-00122,1",,,,,,76703,US,41048,5,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/10/24,Postage,178342341,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311012252,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,27101,US,,3,,,,,6/24/24,Postage,178327974,,,,,,,,,,
4.31,Base Fee,4.31,,,,,,,,,Quip,2731,,,"Hebron, KY",3be7d93d-8941-4472-879b-8659808bbe43,10/8/24,,317747564,1,10/8/24,9.40011E+21,1.57032E+14,,0.13,6,2,9,1,"200-00001,2,900-00102,1,900-00109,1",,,,,,88317,US,41048,6,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/8/24,Postage,178328528,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",5f2d25ff-ff1f-40b3-beeb-a33feee16e2a,10/15/24,,318332584,1,10/15/24,2.71202E+17,1.57032E+14,,0.18,5.63,0.75,10.5,1,"920-00059,1",,,,,,46307,US,41048,3,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464768,,,,,,,,,,
15.19,Base Fee,13.07,Fuel Surcharge,2.12,,,,,,,Quip,2731,,,"Hebron, KY",efb9f6ea-f1d5-438e-8850-276a0368cc0c,10/8/24,,317744646,1,10/8/24,1ZH934F60200082770,1.57032E+14,3,1.75,4.1,8.3,13.2,1,"900-00008,1,900-00230,1",,,,,,60609,US,41048,203,UPS,SDA,UPS 2nd Day Air,UPS 2nd Day Air,10/8/24,Postage,178328430,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",e1bad423-1d7e-47eb-af31-67007599a004,9/20/24,,316842508,1,9/20/24,2.71202E+17,1.57032E+14,,0.18,5.63,0.75,10.5,1,"920-00059,1",,,,,,55447,US,41048,5,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328264,,,,,,,,,,
4.49,Base Fee,4.49,,,,,,,,,Quip,2731,,,"Hebron, KY",02d55416-6e2f-49ba-b9f5-5862c24abbb0,10/18/24,,318814620,1,10/18/24,9.40011E+21,1.57032E+14,,0.4,6,2,9,1,"200-00001,1,900-00102,1,900-00190,1",,,,,,27927,US,41048,4,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/18/24,Postage,178498970,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",9bdd613a-24b0-4ba6-a7c3-b08cab84f379,10/5/24,,317774732,1,10/8/24,2.71202E+17,1.57032E+14,,0.18,5.63,0.75,10.5,1,"920-00059,1",,,,,,727,US,41048,7,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/8/24,Postage,178328692,,,,,,,,,,
8.57,Base Fee,8.57,,,,,,,,,Quip,2731,,,"Hebron, KY",b70ca303-234a-4ee5-9447-a9759e580763,10/11/24,,318038998,1,10/11/24,9.40551E+21,1.57032E+14,,0.39,6,2,9,1,"200-00001,1,900-00102,1,900-00190,1",,,,,,14424,US,41048,4,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/14/24,Postage,178372512,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",56153c4e-1c39-46e1-8796-09ada0b64976,9/20/24,,316842960,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,92024,US,41048,8,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328156,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,310973670,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,20008,US,,4,,,,,6/24/24,Postage,178327903,,,,,,,,,,
11.95,Base Fee,11.95,,,,,,,,,Quip,2731,,,"Hebron, KY",0c5ceb98-ef95-4081-83a1-e510d17252fe,10/8/24,,317918456,1,10/8/24,9.40551E+21,1.57032E+14,,1.42,8.3,4.1,13.2,1,"900-00402,1",,,,,,33198,US,41048,5,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/8/24,Postage,178328777,,,,,,,,,,
4.31,Base Fee,4.31,,,,,,,,,Quip,2731,,,"Hebron, KY",e640d9b7-17d1-480c-a0fb-0393d8272b5c,10/17/24,,318535950,1,10/17/24,9.40011E+21,1.57032E+14,,0.08,6,2,9,1,"200-00001,1,900-00121,1",,,,,,82644,US,41048,6,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/17/24,Postage,178486525,,,,,,,,,,
11.95,Base Fee,11.95,,,,,,,,,Quip,2731,,,"Hebron, KY",6a304a89-0e17-4382-bbaa-b6942d06fea1,10/16/24,,318432606,1,10/17/24,9.40551E+21,1.57032E+14,,1.61,8.3,4.1,13.2,1,"830-00003,1,900-00122,1,900-00160,1,900-00350,1",,,,,,77082,US,41048,5,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/17/24,Postage,178489640,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,310970986,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,17402,US,,4,,,,,6/24/24,Postage,178327828,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",aac61f8f-95e6-4741-895d-90424460e60b,10/15/24,,318307858,1,10/15/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,63021,US,41048,4,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464648,,,,,,,,,,
4.42,Base Fee,4.42,,,,,,,,,Quip,2731,,,"Hebron, KY",06cb2377-3e11-4710-a179-590d3eaf3d13,10/13/24,,318229898,1,10/13/24,9.40011E+21,1.57032E+14,,0.35,6,2,9,1,"900-00190,1",,,,,,96303,US,41048,3,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/14/24,Postage,178403249,,,,,,,,,,
28.04,Base Fee,13.07,Extended Area Charge,5.2,Fuel Surcharge,3.92,Residential Charge,5.85,,,Quip,2731,,,"Hebron, KY",534016e0-7ce7-4c58-a51f-1581ff91dd45,10/14/24,,318290878,1,10/14/24,1ZH934F60200090289,1.57032E+14,2,0.27,2,6,12,1,"900-00008,1",,,,,,37062,US,41048,203,UPS,SDA,UPS 2nd Day Air,UPS 2nd Day Air,10/14/24,Postage,178390327,,,,,,,,,,
